Posição no depósito;Corr.pos.dep.;Col.posição depósito;Nível pos.dep.;Subdiv.pos.dep.;Tipo de depósito;Área armazmto.;Tp.posição depósito
007-073-080-001;007;073;080;001;0010;GERL;P200
007-075-000-001;007;075;000;001;0010;GERL;P064
007-075-000-002;007;075;000;002;0010;GERL;P064
007-075-000-003;007;075;000;003;0010;GERL;P064
007-075-001-001;007;075;001;001;0010;GERL;P040
007-075-001-002;007;075;001;002;0010;GERL;P040
007-075-001-003;007;075;001;003;0010;GERL;P040
007-075-002-001;007;075;002;001;0010;GERL;P040
007-075-002-002;007;075;002;002;0010;GERL;P040
007-075-002-003;007;075;002;003;0010;GERL;P040
007-075-003-001;007;075;003;001;0010;GERL;P040
007-075-003-002;007;075;003;002;0010;GERL;P040
007-075-003-003;007;075;003;003;0010;GERL;P040
007-075-020-001;007;075;020;001;0010;GERL;P080
007-075-030-001;007;075;030;001;0010;GERL;P080
007-075-040-001;007;075;040;001;0010;GERL;P136
007-075-050-001;007;075;050;001;0010;GERL;P136
007-075-060-001;007;075;060;001;0010;GERL;P136
007-075-070-001;007;075;070;001;0010;GERL;P160
007-075-080-001;007;075;080;001;0010;GERL;P200
007-077-000-001;007;077;000;001;0010;GERL;P064
007-077-000-002;007;077;000;002;0010;GERL;P064
007-077-000-003;007;077;000;003;0010;GERL;P064
007-077-001-001;007;077;001;001;0010;GERL;P040
007-077-001-002;007;077;001;002;0010;GERL;P040
007-077-001-003;007;077;001;003;0010;GERL;P040
007-077-002-001;007;077;002;001;0010;GERL;P040
007-077-002-002;007;077;002;002;0010;GERL;P040
007-077-002-003;007;077;002;003;0010;GERL;P040
007-077-003-001;007;077;003;001;0010;GERL;P040
007-077-003-002;007;077;003;002;0010;GERL;P040
007-077-003-003;007;077;003;003;0010;GERL;P040
007-077-020-001;007;077;020;001;0010;GERL;P080
007-077-030-001;007;077;030;001;0010;GERL;P080
007-077-040-001;007;077;040;001;0010;GERL;P136
007-077-050-001;007;077;050;001;0010;GERL;P136
007-077-060-001;007;077;060;001;0010;GERL;P136
007-077-070-001;007;077;070;001;0010;GERL;P160
007-077-080-001;007;077;080;001;0010;GERL;P200
007-079-050-001;007;079;050;001;0010;GERL;P136
007-079-060-001;007;079;060;001;0010;GERL;P136
007-079-070-001;007;079;070;001;0010;GERL;P160
007-079-080-001;007;079;080;001;0010;GERL;P200
007-081-050-001;007;081;050;001;0010;GERL;P136
007-081-060-001;007;081;060;001;0010;GERL;P136
007-081-070-001;007;081;070;001;0010;GERL;P160
007-081-080-001;007;081;080;001;0010;GERL;P200
007-083-050-001;007;083;050;001;0010;GERL;P136
007-083-060-001;007;083;060;001;0010;GERL;P136
007-083-070-001;007;083;070;001;0010;GERL;P160
007-083-080-001;007;083;080;001;0010;GERL;P200
007-085-000-001;007;085;000;001;0010;GERL;P064
007-085-000-002;007;085;000;002;0010;GERL;P064
007-085-000-003;007;085;000;003;0010;GERL;P064
007-085-001-001;007;085;001;001;0010;GERL;P040
007-085-001-002;007;085;001;002;0010;GERL;P040
007-085-001-003;007;085;001;003;0010;GERL;P040
007-085-002-001;007;085;002;001;0010;GERL;P040
007-085-002-002;007;085;002;002;0010;GERL;P040
007-085-002-003;007;085;002;003;0010;GERL;P040
007-085-003-001;007;085;003;001;0010;GERL;P040
007-085-003-002;007;085;003;002;0010;GERL;P040
007-085-003-003;007;085;003;003;0010;GERL;P040
007-085-020-001;007;085;020;001;0010;GERL;P080
007-085-030-001;007;085;030;001;0010;GERL;P080
007-085-040-001;007;085;040;001;0010;GERL;P136
007-085-050-001;007;085;050;001;0010;GERL;P136
007-085-060-001;007;085;060;001;0010;GERL;P136
007-085-070-001;007;085;070;001;0010;GERL;P160
007-085-080-001;007;085;080;001;0010;GERL;P200
007-087-000-001;007;087;000;001;0010;GERL;P064
007-087-000-002;007;087;000;002;0010;GERL;P064
007-087-000-003;007;087;000;003;0010;GERL;P064
007-087-001-001;007;087;001;001;0010;GERL;P040
007-087-001-002;007;087;001;002;0010;GERL;P040
007-087-001-003;007;087;001;003;0010;GERL;P040
007-087-002-001;007;087;002;001;0010;GERL;P040
007-087-002-002;007;087;002;002;0010;GERL;P040
007-087-002-003;007;087;002;003;0010;GERL;P040
007-087-003-001;007;087;003;001;0010;GERL;P040
007-087-003-002;007;087;003;002;0010;GERL;P040
007-087-003-003;007;087;003;003;0010;GERL;P040
007-087-020-001;007;087;020;001;0010;GERL;P080
007-087-030-001;007;087;030;001;0010;GERL;P080
007-087-040-001;007;087;040;001;0010;GERL;P136
007-087-050-001;007;087;050;001;0010;GERL;P136
007-087-060-001;007;087;060;001;0010;GERL;P136
007-087-070-001;007;087;070;001;0010;GERL;P160
007-087-080-001;007;087;080;001;0010;GERL;P200
007-089-000-001;007;089;000;001;0010;GERL;P064
007-089-000-002;007;089;000;002;0010;GERL;P064
007-089-000-003;007;089;000;003;0010;GERL;P064
007-089-001-001;007;089;001;001;0010;GERL;P040
007-089-001-002;007;089;001;002;0010;GERL;P040
007-089-001-003;007;089;001;003;0010;GERL;P040
007-089-002-001;007;089;002;001;0010;GERL;P040
007-089-002-002;007;089;002;002;0010;GERL;P040
007-089-002-003;007;089;002;003;0010;GERL;P040
007-089-003-001;007;089;003;001;0010;GERL;P040
007-089-003-002;007;089;003;002;0010;GERL;P040
007-089-003-003;007;089;003;003;0010;GERL;P040
007-089-020-001;007;089;020;001;0010;GERL;P080
007-089-030-001;007;089;030;001;0010;GERL;P080
007-089-040-001;007;089;040;001;0010;GERL;P136
007-089-050-001;007;089;050;001;0010;GERL;P136
007-089-060-001;007;089;060;001;0010;GERL;P136
007-089-070-001;007;089;070;001;0010;GERL;P160
007-089-080-001;007;089;080;001;0010;GERL;P200
007-091-000-001;007;091;000;001;0010;GERL;P064
007-091-000-002;007;091;000;002;0010;GERL;P064
007-091-000-003;007;091;000;003;0010;GERL;P064
007-091-001-001;007;091;001;001;0010;GERL;P040
007-091-001-002;007;091;001;002;0010;GERL;P040
007-091-001-003;007;091;001;003;0010;GERL;P040
007-091-002-001;007;091;002;001;0010;GERL;P040
007-091-002-002;007;091;002;002;0010;GERL;P040
007-091-002-003;007;091;002;003;0010;GERL;P040
007-091-003-001;007;091;003;001;0010;GERL;P040
007-091-003-002;007;091;003;002;0010;GERL;P040
007-091-003-003;007;091;003;003;0010;GERL;P040
007-091-020-001;007;091;020;001;0010;GERL;P080
007-091-030-001;007;091;030;001;0010;GERL;P080
007-091-040-001;007;091;040;001;0010;GERL;P136
007-091-050-001;007;091;050;001;0010;GERL;P136
007-091-060-001;007;091;060;001;0010;GERL;P136
007-091-070-001;007;091;070;001;0010;GERL;P160
007-091-080-001;007;091;080;001;0010;GERL;P200
007-093-000-001;007;093;000;001;0010;GERL;P064
007-093-000-002;007;093;000;002;0010;GERL;P064
007-093-000-003;007;093;000;003;0010;GERL;P064
007-093-001-001;007;093;001;001;0010;GERL;P040
007-093-001-002;007;093;001;002;0010;GERL;P040
007-093-001-003;007;093;001;003;0010;GERL;P040
007-093-002-001;007;093;002;001;0010;GERL;P040
007-093-002-002;007;093;002;002;0010;GERL;P040
007-093-002-003;007;093;002;003;0010;GERL;P040
007-093-003-001;007;093;003;001;0010;GERL;P040
007-093-003-002;007;093;003;002;0010;GERL;P040
007-093-003-003;007;093;003;003;0010;GERL;P040
007-093-020-001;007;093;020;001;0010;GERL;P080
007-093-030-001;007;093;030;001;0010;GERL;P080
007-093-040-001;007;093;040;001;0010;GERL;P136
007-093-050-001;007;093;050;001;0010;GERL;P136
007-093-060-001;007;093;060;001;0010;GERL;P136
007-093-070-001;007;093;070;001;0010;GERL;P160
007-093-080-001;007;093;080;001;0010;GERL;P200
007-095-000-001;007;095;000;001;0010;GERL;P064
007-095-000-002;007;095;000;002;0010;GERL;P064
007-095-000-003;007;095;000;003;0010;GERL;P064
007-095-001-001;007;095;001;001;0010;GERL;P040
007-095-001-002;007;095;001;002;0010;GERL;P040
007-095-001-003;007;095;001;003;0010;GERL;P040
007-095-002-001;007;095;002;001;0010;GERL;P040
007-095-002-002;007;095;002;002;0010;GERL;P040
007-095-002-003;007;095;002;003;0010;GERL;P040
007-095-003-001;007;095;003;001;0010;GERL;P040
007-095-003-002;007;095;003;002;0010;GERL;P040
007-095-003-003;007;095;003;003;0010;GERL;P040
007-095-020-001;007;095;020;001;0010;GERL;P080
007-095-030-001;007;095;030;001;0010;GERL;P080
007-095-040-001;007;095;040;001;0010;GERL;P136
007-095-050-001;007;095;050;001;0010;GERL;P136
007-095-060-001;007;095;060;001;0010;GERL;P136
007-095-070-001;007;095;070;001;0010;GERL;P160
007-095-080-001;007;095;080;001;0010;GERL;P200
007-097-000-001;007;097;000;001;0010;GERL;P064
007-097-000-002;007;097;000;002;0010;GERL;P064
007-097-000-003;007;097;000;003;0010;GERL;P064
007-097-001-001;007;097;001;001;0010;GERL;P040
007-097-001-002;007;097;001;002;0010;GERL;P040
007-097-001-003;007;097;001;003;0010;GERL;P040
007-097-002-001;007;097;002;001;0010;GERL;P040
007-097-002-002;007;097;002;002;0010;GERL;P040
007-097-002-003;007;097;002;003;0010;GERL;P040
007-097-003-001;007;097;003;001;0010;GERL;P040
007-097-003-002;007;097;003;002;0010;GERL;P040
007-097-003-003;007;097;003;003;0010;GERL;P040
007-097-020-001;007;097;020;001;0010;GERL;P080
007-097-030-001;007;097;030;001;0010;GERL;P080
007-097-040-001;007;097;040;001;0010;GERL;P136
007-097-050-001;007;097;050;001;0010;GERL;P136
007-097-060-001;007;097;060;001;0010;GERL;P136
007-097-070-001;007;097;070;001;0010;GERL;P160
007-097-080-001;007;097;080;001;0010;GERL;P200
007-099-000-001;007;099;000;001;0010;GERL;P064
007-099-000-002;007;099;000;002;0010;GERL;P064
007-099-000-003;007;099;000;003;0010;GERL;P064
007-099-001-001;007;099;001;001;0010;GERL;P040
007-099-001-002;007;099;001;002;0010;GERL;P040
007-099-001-003;007;099;001;003;0010;GERL;P040
007-099-002-001;007;099;002;001;0010;GERL;P040
007-099-002-002;007;099;002;002;0010;GERL;P040
007-099-002-003;007;099;002;003;0010;GERL;P040
007-099-003-001;007;099;003;001;0010;GERL;P040
007-099-003-002;007;099;003;002;0010;GERL;P040
007-099-003-003;007;099;003;003;0010;GERL;P040
007-099-020-001;007;099;020;001;0010;GERL;P080
007-099-030-001;007;099;030;001;0010;GERL;P080
007-099-040-001;007;099;040;001;0010;GERL;P136
007-099-050-001;007;099;050;001;0010;GERL;P136
007-099-060-001;007;099;060;001;0010;GERL;P136
007-099-070-001;007;099;070;001;0010;GERL;P160
007-099-080-001;007;099;080;001;0010;GERL;P200
007-101-000-001;007;101;000;001;0010;GERL;P064
007-101-000-002;007;101;000;002;0010;GERL;P064
007-101-000-003;007;101;000;003;0010;GERL;P064
007-101-001-001;007;101;001;001;0010;GERL;P040
007-101-001-002;007;101;001;002;0010;GERL;P040
007-101-001-003;007;101;001;003;0010;GERL;P040
007-101-002-001;007;101;002;001;0010;GERL;P040
007-101-002-002;007;101;002;002;0010;GERL;P040
007-101-002-003;007;101;002;003;0010;GERL;P040
007-101-003-001;007;101;003;001;0010;GERL;P040
007-101-003-002;007;101;003;002;0010;GERL;P040
007-101-003-003;007;101;003;003;0010;GERL;P040
007-101-020-001;007;101;020;001;0010;GERL;P080
007-101-030-001;007;101;030;001;0010;GERL;P080
007-101-040-001;007;101;040;001;0010;GERL;P136
007-101-050-001;007;101;050;001;0010;GERL;P136
007-101-060-001;007;101;060;001;0010;GERL;P136
007-101-070-001;007;101;070;001;0010;GERL;P160
007-101-080-001;007;101;080;001;0010;GERL;P200
007-103-000-001;007;103;000;001;0010;GERL;P064
007-103-000-002;007;103;000;002;0010;GERL;P064
007-103-000-003;007;103;000;003;0010;GERL;P064
007-103-001-001;007;103;001;001;0010;GERL;P040
007-103-001-002;007;103;001;002;0010;GERL;P040
007-103-001-003;007;103;001;003;0010;GERL;P040
007-103-002-001;007;103;002;001;0010;GERL;P040
007-103-002-002;007;103;002;002;0010;GERL;P040
007-103-002-003;007;103;002;003;0010;GERL;P040
007-103-003-001;007;103;003;001;0010;GERL;P040
007-103-003-002;007;103;003;002;0010;GERL;P040
007-103-003-003;007;103;003;003;0010;GERL;P040
007-103-020-001;007;103;020;001;0010;GERL;P080
007-103-030-001;007;103;030;001;0010;GERL;P080
007-103-040-001;007;103;040;001;0010;GERL;P136
007-103-050-001;007;103;050;001;0010;GERL;P136
007-103-060-001;007;103;060;001;0010;GERL;P136
007-103-070-001;007;103;070;001;0010;GERL;P160
007-103-080-001;007;103;080;001;0010;GERL;P200
007-105-000-001;007;105;000;001;0010;GERL;P064
007-105-000-002;007;105;000;002;0010;GERL;P064
007-105-000-003;007;105;000;003;0010;GERL;P064
007-105-001-001;007;105;001;001;0010;GERL;P040
007-105-001-002;007;105;001;002;0010;GERL;P040
007-105-001-003;007;105;001;003;0010;GERL;P040
007-105-002-001;007;105;002;001;0010;GERL;P040
007-105-002-002;007;105;002;002;0010;GERL;P040
007-105-002-003;007;105;002;003;0010;GERL;P040
007-105-003-001;007;105;003;001;0010;GERL;P040
007-105-003-002;007;105;003;002;0010;GERL;P040
007-105-003-003;007;105;003;003;0010;GERL;P040
007-105-020-001;007;105;020;001;0010;GERL;P080
007-105-030-001;007;105;030;001;0010;GERL;P080
007-105-040-001;007;105;040;001;0010;GERL;P136
007-105-050-001;007;105;050;001;0010;GERL;P136
007-105-060-001;007;105;060;001;0010;GERL;P136
007-105-070-001;007;105;070;001;0010;GERL;P160
007-105-080-001;007;105;080;001;0010;GERL;P200
007-107-000-001;007;107;000;001;0010;GERL;P064
007-107-000-002;007;107;000;002;0010;GERL;P064
007-107-000-003;007;107;000;003;0010;GERL;P064
007-107-001-001;007;107;001;001;0010;GERL;P040
007-107-001-002;007;107;001;002;0010;GERL;P040
007-107-001-003;007;107;001;003;0010;GERL;P040
007-107-002-001;007;107;002;001;0010;GERL;P040
007-107-002-002;007;107;002;002;0010;GERL;P040
007-107-002-003;007;107;002;003;0010;GERL;P040
007-107-003-001;007;107;003;001;0010;GERL;P040
007-107-003-002;007;107;003;002;0010;GERL;P040
007-107-003-003;007;107;003;003;0010;GERL;P040
007-107-020-001;007;107;020;001;0010;GERL;P080
007-107-030-001;007;107;030;001;0010;GERL;P080
007-107-040-001;007;107;040;001;0010;GERL;P136
007-107-050-001;007;107;050;001;0010;GERL;P136
007-107-060-001;007;107;060;001;0010;GERL;P136
007-107-070-001;007;107;070;001;0010;GERL;P160
007-107-080-001;007;107;080;001;0010;GERL;P200
007-109-000-001;007;109;000;001;0010;GERL;P064
007-109-000-002;007;109;000;002;0010;GERL;P064
007-109-000-003;007;109;000;003;0010;GERL;P064
007-109-001-001;007;109;001;001;0010;GERL;P040
007-109-001-002;007;109;001;002;0010;GERL;P040
007-109-001-003;007;109;001;003;0010;GERL;P040
007-109-002-001;007;109;002;001;0010;GERL;P040
007-109-002-002;007;109;002;002;0010;GERL;P040
007-109-002-003;007;109;002;003;0010;GERL;P040
007-109-003-001;007;109;003;001;0010;GERL;P040
007-109-003-002;007;109;003;002;0010;GERL;P040
007-109-003-003;007;109;003;003;0010;GERL;P040
007-109-020-001;007;109;020;001;0010;GERL;P080
007-109-030-001;007;109;030;001;0010;GERL;P080
007-109-040-001;007;109;040;001;0010;GERL;P136
007-109-050-001;007;109;050;001;0010;GERL;P136
007-109-060-001;007;109;060;001;0010;GERL;P136
007-109-070-001;007;109;070;001;0010;GERL;P160
007-109-080-001;007;109;080;001;0010;GERL;P200
007-111-000-001;007;111;000;001;0010;GERL;P064
007-111-000-002;007;111;000;002;0010;GERL;P064
007-111-000-003;007;111;000;003;0010;GERL;P064
007-111-001-001;007;111;001;001;0010;GERL;P040
007-111-001-002;007;111;001;002;0010;GERL;P040
007-111-001-003;007;111;001;003;0010;GERL;P040
007-111-002-001;007;111;002;001;0010;GERL;P040
007-111-002-002;007;111;002;002;0010;GERL;P040
007-111-002-003;007;111;002;003;0010;GERL;P040
007-111-003-001;007;111;003;001;0010;GERL;P040
007-111-003-002;007;111;003;002;0010;GERL;P040
007-111-003-003;007;111;003;003;0010;GERL;P040
007-111-020-001;007;111;020;001;0010;GERL;P080
007-111-030-001;007;111;030;001;0010;GERL;P080
007-111-040-001;007;111;040;001;0010;GERL;P136
007-111-050-001;007;111;050;001;0010;GERL;P136
007-111-060-001;007;111;060;001;0010;GERL;P136
007-111-070-001;007;111;070;001;0010;GERL;P160
007-111-080-001;007;111;080;001;0010;GERL;P200
010-001-000-001;010;001;000;001;0010;PRF2;P040
010-001-000-002;010;001;000;002;0010;PRF2;P040
010-001-000-003;010;001;000;003;0010;PRF2;P040
010-001-001-001;010;001;001;001;0010;PRF2;P040
010-001-001-002;010;001;001;002;0010;PRF2;P040
010-001-001-003;010;001;001;003;0010;PRF2;P040
010-001-002-001;010;001;002;001;0010;PRF2;P040
010-001-002-002;010;001;002;002;0010;PRF2;P040
010-001-002-003;010;001;002;003;0010;PRF2;P040
010-001-003-001;010;001;003;001;0010;PRF2;P040
010-001-003-002;010;001;003;002;0010;PRF2;P040
010-001-003-003;010;001;003;003;0010;PRF2;P040
010-001-004-001;010;001;004;001;0010;PRF2;P040
010-001-004-002;010;001;004;002;0010;PRF2;P040
010-001-004-003;010;001;004;003;0010;PRF2;P040
010-001-005-001;010;001;005;001;0010;PRF2;P040
010-001-005-002;010;001;005;002;0010;PRF2;P040
010-001-005-003;010;001;005;003;0010;PRF2;P040
010-001-010-001;010;001;010;001;0010;PRF2;P080
010-001-020-001;010;001;020;001;0010;PRF2;P080
010-001-030-001;010;001;030;001;0010;PRF2;P080
010-001-040-001;010;001;040;001;0010;PRF2;P136
010-001-050-001;010;001;050;001;0010;PRF2;P136
010-001-060-001;010;001;060;001;0010;PRF2;P136
010-001-070-001;010;001;070;001;0010;PRF2;P160
010-001-080-001;010;001;080;001;0010;PRF2;P200
010-002-003-001;010;002;003;001;0010;PRF2;P040
010-002-003-002;010;002;003;002;0010;PRF2;P040
010-002-003-003;010;002;003;003;0010;PRF2;P040
010-002-004-001;010;002;004;001;0010;PRF2;P040
010-002-004-002;010;002;004;002;0010;PRF2;P040
010-002-004-003;010;002;004;003;0010;PRF2;P040
010-002-005-001;010;002;005;001;0010;PRF2;P040
010-002-005-002;010;002;005;002;0010;PRF2;P040
010-002-005-003;010;002;005;003;0010;PRF2;P040
010-002-010-001;010;002;010;001;0010;PRF2;P080
010-002-020-001;010;002;020;001;0010;PRF2;P080
010-002-030-001;010;002;030;001;0010;PRF2;P080
010-002-040-001;010;002;040;001;0010;PRF2;P136
010-002-050-001;010;002;050;001;0010;PRF2;P136
010-002-060-001;010;002;060;001;0010;PRF2;P136
010-002-070-001;010;002;070;001;0010;PRF2;P160
010-002-080-001;010;002;080;001;0010;PRF2;P200
010-003-000-001;010;003;000;001;0010;PRF2;P040
010-003-000-002;010;003;000;002;0010;PRF2;P040
010-003-000-003;010;003;000;003;0010;PRF2;P040
010-003-001-001;010;003;001;001;0010;PRF2;P040
010-003-001-002;010;003;001;002;0010;PRF2;P040
010-003-001-003;010;003;001;003;0010;PRF2;P040
010-003-002-001;010;003;002;001;0010;PRF2;P040
010-003-002-002;010;003;002;002;0010;PRF2;P040
010-003-002-003;010;003;002;003;0010;PRF2;P040
010-003-003-001;010;003;003;001;0010;PRF2;P040
010-003-003-002;010;003;003;002;0010;PRF2;P040
010-003-003-003;010;003;003;003;0010;PRF2;P040
010-003-004-001;010;003;004;001;0010;PRF2;P040
010-003-004-002;010;003;004;002;0010;PRF2;P040
010-003-004-003;010;003;004;003;0010;PRF2;P040
010-003-005-001;010;003;005;001;0010;PRF2;P040
010-003-005-002;010;003;005;002;0010;PRF2;P040
010-003-005-003;010;003;005;003;0010;PRF2;P040
010-003-010-001;010;003;010;001;0010;PRF2;P080
010-003-020-001;010;003;020;001;0010;PRF2;P080
010-003-030-001;010;003;030;001;0010;PRF2;P080
010-003-040-001;010;003;040;001;0010;PRF2;P136
010-003-050-001;010;003;050;001;0010;PRF2;P136
010-003-060-001;010;003;060;001;0010;PRF2;P136
010-003-070-001;010;003;070;001;0010;PRF2;P160
010-003-080-001;010;003;080;001;0010;PRF2;P200
010-004-003-001;010;004;003;001;0010;PRF2;P040
010-004-003-002;010;004;003;002;0010;PRF2;P040
010-004-003-003;010;004;003;003;0010;PRF2;P040
010-004-004-001;010;004;004;001;0010;PRF2;P040
010-004-004-002;010;004;004;002;0010;PRF2;P040
010-004-004-003;010;004;004;003;0010;PRF2;P040
010-004-005-001;010;004;005;001;0010;PRF2;P040
010-004-005-002;010;004;005;002;0010;PRF2;P040
010-004-005-003;010;004;005;003;0010;PRF2;P040
010-004-010-001;010;004;010;001;0010;PRF2;P080
010-004-020-001;010;004;020;001;0010;PRF2;P080
010-004-030-001;010;004;030;001;0010;PRF2;P080
010-004-040-001;010;004;040;001;0010;PRF2;P136
010-004-050-001;010;004;050;001;0010;PRF2;P136
010-004-060-001;010;004;060;001;0010;PRF2;P136
010-004-070-001;010;004;070;001;0010;PRF2;P160
010-004-080-001;010;004;080;001;0010;PRF2;P200
010-005-000-001;010;005;000;001;0010;PRF2;P040
010-005-000-002;010;005;000;002;0010;PRF2;P040
010-005-000-003;010;005;000;003;0010;PRF2;P040
010-005-001-001;010;005;001;001;0010;PRF2;P040
010-005-001-002;010;005;001;002;0010;PRF2;P040
010-005-001-003;010;005;001;003;0010;PRF2;P040
010-005-002-001;010;005;002;001;0010;PRF2;P040
010-005-002-002;010;005;002;002;0010;PRF2;P040
010-005-002-003;010;005;002;003;0010;PRF2;P040
010-005-003-001;010;005;003;001;0010;PRF2;P040
010-005-003-002;010;005;003;002;0010;PRF2;P040
010-005-003-003;010;005;003;003;0010;PRF2;P040
010-005-004-001;010;005;004;001;0010;PRF2;P040
010-005-004-002;010;005;004;002;0010;PRF2;P040
010-005-004-003;010;005;004;003;0010;PRF2;P040
010-005-005-001;010;005;005;001;0010;PRF2;P040
010-005-005-002;010;005;005;002;0010;PRF2;P040
010-005-005-003;010;005;005;003;0010;PRF2;P040
010-005-010-001;010;005;010;001;0010;PRF2;P080
010-005-020-001;010;005;020;001;0010;PRF2;P080
